job_titles,job_description,images,locations,salaries,companies,pros,cons
Manager - Business Transformation - Orphoz,"Who You'll Work With
You will be based in our McKinsey office in Amsterdam, as part of Orphoz, a subsidiary of McKinsey & Company, working closely and in partnership with client's senior management and their specialist departments.
At Orphoz, we aspire to help our clients to achieve one of their biggest challenges: make their transformation plans really happen. Our day-to-day work is to support large companies and public entities who need to adapt their operating models to the accelerated changes in their environment, by combining agility, sustainable efficiency, and employee engagement. All in all, we exist to deliver a lasting impact to our clients.
At Orphoz, you can expect a uniquely varied and exciting working environment, as well as the opportunity to work with a talented and dynamic growing team.
Do you know that only 1/3 of transformations are successful and sustainable? Orphoz helps leading private sector organisations execute business transformation programs in a time of accelerated change. The business transformation includes organisational structure, capability building, and service redesign. We turn strategy into practice, using agile, efficient, and highly engaging methods that work on the ground rather than just looking good on paper. Orphoz integrates the skills, the approach, the corporate culture, and the resources that lead to the success of complex and challenging transformation projects and is ideally positioned to smoothly implement strategies designed by McKinsey & Company.
We plan and deliver change projects together with our clients, helping them capture their full potential. We know what determines the success of large projects and what can ensure lasting implementation success. We work closely and in partnership with our client's senior management and specialist functions. We combine strategic and operational project management, with strong execution skills and an understanding of the specific demands of each industry. We measure our success by achieving the goals we set together with our clients.
What You'll Do
You will work largely in the private sector and concentrate on business change management.
You will lead on transformation projects by engaging at a deep level across our clients’ businesses, working in teams to build the capabilities, systems, and processes needed to deliver bottom-line results and then ensure those results will be sustained.
In this role, you will lead, coach, and motivate your team of consultants and client employees in each project. You will contribute to the implementation of Orphoz’s growth strategy as well as take responsibility for the development of the firm.
Qualifications
Advanced graduate degree with strong academic background required, ideally in engineering or business administration
6+ years of experience in project delivery in project management office (PMO) preferably in consulting, in the context of implementation/transformation/change management projects, change management
Experience in conducting workshops and coaching sessions
Demonstrated business transformation experience
Clear areas of expertise in program/project management, lean management, process optimization, and organizational design
Qualifications including Agile, Scrum, Prince 2, Lean Six Sigma, and Jira are desirable
Strong interpersonal and communication skills
Enjoying flexibility and agility that is required in a consulting environment
Ability to communicate complex ideas effectively, both verbally and in writing, in English and local office language
Fluency in Dutch and English (both written and verbally)
Flexibility to travel",https://media.glassdoor.com/sql/1508182/quantumblack-squarelogo-1532292925406.png,Amsterdam,nan,McKinsey & Company,NG,NG
Senior Manager Finance and Administration,"Employment Type: Permanent
Contract Duration:
About the team you are joining

You will join the IATA European Corporate Services team in Amsterdam (AMS) and will work with the local Business Product and Operation teams, providing Finance leadership and General Office support. As Finance and Administration Manager you will be an integral part of an international team that supports the delivery of the AMS business.
You will participate in projects to support integration and alignment of the AMS business to IATA standard financial and supporting systems.

What your day would be like

You will report to the Regional Head of Corporate Services Europe (based in Madrid), and you will be responsible for coordinating the local Finance and Office Administration support towards the AMS business, in combination with the Madrid / Montreal / Singapore Finance teams;
You will participate in internal projects to support the business integration of the AMS business (including SAP, Salesforce, online store and others) and will support IATA Training by acting as local contact person to ensure the required training assistance;
Liaise internally with local Management Team / Products Teams and as required internal Global departments / stakeholders to be able to deliver the set of business requirements;
Liaise externally with parties such as ING bank, Mercer-NL, local auditors, ADP and other key suppliers;
Closely monitor the overall Finance and Administration planning to ensure timely delivery according to agreed plan and schedule;
Engage with vendors and building manager to order the necessary office material/supplies and required support to secure office continuity;
Organize and lead the BHV/First Aid team to ensure office safety;
You will act as legal representative of IATA Netherlands by approving and signing staff, vendor and customer contracts, tax declarations, financial statements, as well as representing IATA during PRC and Tenants’ meetings.
We would love to hear from you if you have

A University degree in Finance or Accounting;
At least 5 years of professional experience in international business and operations environment;
Solid knowledge in Finance, Dutch Taxation, Dutch Human Resources support and General Office Management;
Knowledge and experience with OTC systems (SAP, Salesforce) and processes is a plus;
Excellent Dutch and English language skills.

Travel Required: No

Diversity and Inclusion are one of our key priorities and we want to role model it. We are committed to building a team that represents a variety of backgrounds, perspectives and skills in which you can contribute at your best and be who you are. The more inclusive we are, the better we will be able to thrive to represent, lead and service the airline industry. If there is anything we can do to create a more comfortable interview experience for you, please let us know.
Learn more about IATA’s role in the industry, our benefits, and the team at iata/careers/. We are looking forward to hearing from you!",https://media.glassdoor.com/sql/142523/iata-squarelogo-1562079114984.png,Hoofddorp,nan,International Air Transport Association (IATA),NG,NG
Commercial Director (new business),"We never ask for payment as part of our selection process, and we always contact candidates via our corporate accounts and platforms. If you are approached for payment, this is likely to be fraudulent. Please check to see whether the role you are interested in is posted here, on our website.

About TMF Group

TMF Group is a leading global provider of high-value business services to clients operating and investing globally. We focus on providing specialized and business-critical financial and administrative services that enable our clients to operate their corporate structures, finance vehicles and investment funds in different geographical locations.

Our core services can help companies of all sizes with HR and payroll, accounting and tax, corporate secretarial, international corporate structuring, fund administration and structured finance – whether a company wants to globalize, or whether they need support to streamline existing operations.

With operations in more than 80 countries, TMF Group is the global expert that understands local needs. Global reach, local knowledge: helping to do business seamlessly across borders.

Job purpose

In your position you will be responsible for bringing in new business for the Dutch market and expanding the company’s market share. You will develop and maintain a network of client/intermediary relationships and translate prospects into clients.


Key responsibilities

Develop the business by building new business pipelines, as well as upselling and cross-selling to existing clients.
Identify and optimize sales opportunities, using knowledge of the market and competitors, as well as TMF’s unique selling propositions and differentiators.
Anticipate, identify and exploit legal/fiscal developments and changes in market conditions.
Represent TMF in the marketplace and develop and maintain a network of client/intermediary relationships that will enable a strong, consistent pipeline for conversion into sales.
Create and explore new business opportunities i.e. new clients, new services, new markets and geographies
Utilise effective relationships to maximize opportunities for cross referrals
Manage the contact to contract sales process efficiently and effectively, with transparency.
Develop proposals that address clients’ needs, concerns and objectives.
Work as part of a deal team to ensure the best customer experience and response.
Leverage input from other internal teams to maximize overall deal value to the business.
Act as the Deal Lead for large opportunities, from initiation to closure, and create development plans for large client accounts.
Lead the coordination and presentation of multi-jurisdictional sales proposals to international clients.
Proactively develop relationships with clients, and provide operational teams with customer feedback on pricing, service and quality improvements.
Meet monthly, quarterly, and annual revenue targets, aligned with the company’s objectives.
Contribute to the development of the sales team, boosting overall productivity and effectiveness, and improving conversion rates.
Work with leadership to implement best practice and create strategies for sales improvement based on market research and/or competitor analysis.


Your profile

Bachelor’s degree in Law or Tax
Minimum of 3 years of experience in a commercial role relevant to our specialty service at TMF Group. (or ambition to change to a commercial role).
Hunter type of seller.
Able to communicate in Dutch and English.


What is in it for you?

A competitive salary, 8% holiday allowance and a 13th month
25 holidays (on fulltime basis)
TMF Gift Day
TMF Bonus plan
Pension plan paid by TMF (1% own contribution)
A great work environment: working in an open, dynamic organisation with international teams
Good (international) career-opportunities
An opportunity to develop your skills through our TMF Business Academy (e.g. languages, sales skills, management skills etc. etc.)
Flexible working from home arrangements
Discount and TMF contribution for a Gym subscription via Go-Vital
Lots of social activities organised by our Party Squad! Summer-Party, Winter-event, annual team outings and an in-house bar that is open every other week
The TMF explorer programme that offers the option of working in another TMF office for a set amount of time
An Annual health budget of EUR 200.- that you can spend on sporting activities, fresh fruits and vegetables, office massages or ergonomic home office equipment
High referral incentives
Commuting compensation
Cafeteria with wide variety delicious dishes with vegan and vegetarian options.",https://media.glassdoor.com/sql/530687/tmf-group-squarelogo-1418735688910.png,Amsterdam,nan,TMF Group,NG,NG
Learning and Development Manager,"Are you an experienced learning and development expert? Do you wish to foster a culture which allows Ecorys to excel as a continuous learning company? Then you may become our:
Learning and Development Manager
About Ecorys
Ecorys is an international research based consultancy firm. We advise national and international governments and semi-governmental organisations on a wide array of key societal challenges. We also provide programme management and communications services. Our focus is in the areas of economics, spatial development, social and political issues. With over 600 employees from over 40 nationalities, speaking over 30 different languages, we operate across the globe, with main offices in Rotterdam, Brussels and the United Kingdom, and smaller offices in several other European cities, India and Africa.
Ecorys Academy
Our staff is highly-educated, young, international and strongly motivated by the content of their work. They seek purpose, fulfilment and autonomy in their work and require continuous personal and professional development. Continuous training and development is core to the success of Ecorys. The Ecorys Academy is our global in-house academy that provides training and talent development across the wide spectrum of skills and competences needed in our work. We offer a wide variety of training, lectures, digital tools, learning events and other knowledge transfer methods that we wish to make available to all our staff across the globe. To that purpose, we have decided to further develop the Ecorys Academy as a tool for continuous learning, a vehicle of our culture, and a reason for talent to come and join us.
Your role and responsibilities
As the Learning and Development manager for Ecorys Group you have a unique position in the heart of Ecorys, and contribute directly to the realisation of our strategic objectives. You will be positioned in Rotterdam but will work across all Ecorys operating entities in Europe and beyond. You will report to the managing Director of Ecorys Nederland with a dotted line to the Ecorys Group CEO, and will cooperate directly with our HRM training officers in Rotterdam, Brussels and Birmingham.
Your main responsibilities are to:Manage the Ecorys AcademyDevelop, implement, monitor and continuously improve the Ecorys Academy curriculumDevelop innovative learning and development methodsEvaluate and ensure quality of the Global Academy programmeCreate training materials and ensure access to the training materialsCommunicate about the Ecorys Academy activitiesManage the Ecorys Academy budgetContribute to innovation of our work methods, products and services
Your profileUniversity degree in Educational Science, Business Administration, Human Resources Management or similarMinimum of 8 to 10 years’ experience in designing learning and development programmesAffinity with the Ecorys work on key societal challenges, our mission and visionFamiliar with innovative learning and development methods (digital and other)Proven management experience and strong communication skillsInternational orientation, creativity and innovative mind-setYou are able to lead and inspire othersFluent in English (speaking and writing)Available 32 to 40 hours a week
What we offerAn international organisation with highly-educated staffAn organisation motivated to work on key societal challengesA large degree of freedom and flexibilityAn organisation that welcomes new ideasAn excellent and flexible pension schemeA bonus schemeA salary based on your background and experienceWe are employee owned and offer the opportunity to buy company shares30 annual leave days and possibility to buy and sell leave daysA hybrid working policy with flexibility to work from home and from elsewhereRegular company drinks, parties and other social activities
How to apply
Does the position appeal to you, but would you like more information? Please contact Deborah Drenthe, werken@Ecorys.com. If you would like to apply directly, we would like to receive your motivation letter and CV via our online application form.
Titel:
Learning and Development Manager
Nummer:
524
Deadline:

Locatie:
Netherlands
Afdeling:
Ecorys Global
Land:
Nederland",https://media.glassdoor.com/sql/295221/ecorys-squarelogo-1426682359344.png,Netherlands,nan,Ecorys,NG,NG
Data Management,"Functieomschrijving
We are recruiting for a Data Management Analyst with experience in Data Governance. Do you have a financial background and experience in data quality, this opportunity might be interesting for you.

Our client is located in Amsterdam and is looking for a candidate on a fulltime base starting with a fixed contract of one year with intention to permanent.
 Key tasks
The Data Analyst is responsible for the data architecture in (SimCorp Dimension) and the monitoring of data quality. The data analyst will measure data quality and is facilitator between stakeholders and market players on data agreements (including vendor management).
The Data Analyst is responsible for the Data Governance and the corresponding Data Dictionairy.
Client facing activities of the data analyst will be in onboarding clients and queries from existing clients.

Requirements

Bachelor or University degree in Economics, Financial Management, Business Administration
Affinity with data management and financial markets
Strong analytical skills
Operating model expertise and vendor management knowledge & experience
Advanced MS Excel skills and good general IT skills
Fluent in English, both verbally and written (fluency in Dutch is considered an advantage)
Proven ability to work within an integrated management system such as SimCorp Dimension is an advantage


For more information, please contact Waheba Batou +31 20 5304380 or apply via jobs@ts.eu",https://media.glassdoor.com/sql/536213/total-solutions-squarelogo-1432650820291.png,North Holland,nan,Total Solutions Europe B.V.,NG,NG
Administrative Assistant,"Are you looking for a new opportunity in a fast-moving global company with a family feel? A job where you could have an impact?

On behalf of ESA, we are looking for an Administrative Assistant to work at ESTEC’s premises in Noordwijk, The Netherlands.

Tasks and Activities

The scope of work will include:

Providing day-to-day support to unit personnel regarding business travel arrangements, leave management, coordination of training.
Dealing with incoming telephone calls and information requests.
Analyzing incoming correspondence and documentation and managing distribution of outgoing correspondence and documentation.
Providing various logistic support to the Unit.
Supporting arrivals (office, phone, computer, security, access to databases, information systems) and departures (deregistration, etc.) of Unit personnel.
Ordering office supplies and maintaining stationary.
Organizing room and resource bookings for meetings and/or events falling under the responsibility of the Unit.
Administering and handling the shipment of goods and express mail.
Performing tasks related to documentation management, distribution/registration of mail and documents.
Organizing agendas and meetings.
Maintaining document libraries for the Unit, including maintaining change log, distribution lists and issuing information notes to concerned users.
Maintaining and following up action lists for the Unit and taking minutes of coordination meetings for the Unit.
Participating in the organization of events (e.g. workshops, conferences) as required.

The role may also include:

Supporting the Project Review Process.
Supporting visitor service including access control, preparing visa applications, distribution of information material.
ESA site administration including periodical updates (e.g. daily) of site schedule, updating and distribution of the site telephone list.
Participating in the preparation and the publication of internal and external documents, including editing and proofreading.
Data collection, extraction from various corporate applications (e.g. SAP, PRISMA) and from various internal sources and data consistency checking and coherence analysis.
Skills and Experience

The following skills and experience are mandatory:

Previous administrative work experience.
Strong interpersonal skills, including a positive approach to helping management and staff in the division.
Excellent organizational skills with the ability to prioritize tasks and working well under pressure.
Ability to work autonomously in a fast-paced environment.
Highly proficient in modern electronics, office automation tools (in particular Microsoft Office suite) and electronic mailing (preferably Lotus Notes).
Fluent in English, both written and spoken.

The following skills and experience would be highly desirable:

Familiarity working in a similar position in an ESA environment.
A working knowledge of another official ESA language.
Why should you apply?
You will have the opportunity to work within a major institution.
We encourage everyone to think outside the box and to push the boundaries of traditional knowledge. This role is an opportunity to join a forward-thinking company and allows for a deeper understanding of the industry.
Benefits include: competitive remuneration packages; unique career opportunities, including working in other countries; personalized training and development programmes; flexible relocation support.

We welcome applications from people with disabilities, members of ethnic minorities, all genders, LGBTQ+ individuals and ex-service personnel.",https://media.glassdoor.com/sql/462528/rhea-system-squarelogo-1426772351849.png,Noordwijk,nan,RHEA Group,NG,NG
Applied Intelligence - Strategy Manager,"Are you both a data expert and a strategist with strong analytical skills who can lead business transformation projects from start to finish? Do you know how to translate data into insights to inform strategy development and drive business optimization? Do you want to combine strategy with data & analytics to drive positive change? Will our clients appreciate your strong communication and problem-solving skills? If your answer is “yes” to the questions above, we would love to meet with you!
As a Manager within Accenture Applied Intelligence Strategy, you will be working with diverse clients across multiple industries, delivering analytics solutions and helping clients turn data into actionable insights that drive tangible outcomes, improve performance, and help clients lead in the market.
People: As integral part of our team, you will be guiding teams on analytical and AI methods and innovation. You engage with prospective clients to shape and sell project work. You act as a mentor for the people in our team and coach them on their career development as well as build and grow the team, actively developing core AI Strategy skills and shaping the teams’ strategic direction.
Processes: Your daily work will include leading projects in data-driven storytelling and data strategy and building client relationships to foster trust, co-create value and build the Accenture brand. You provide thought leadership on projects around data strategy, data science, data governance, data management, artificial intelligence, etc.
Technology and Data: You work with practice leadership on setting the vision and direction of the AI Strategy team. In your daily work, you are an ambassador for Data & Analytics Transformation, Data Management and Governance, Analytics-led Performance Models and/or Process Automation/Machine Learning/Artificial Intelligence practices.
With all our roles, there is in-person time for collaboration, learning and building relationships with clients, peers, leaders, and communities. As an employer, we will be as flexible as possible to support your specific work/life needs.
Who we are – Accenture Strategy & Consulting
Accenture Strategy & Consulting
In today’s world, business leaders want to rapidly and confidently reinvent to increase resilience, mitigate risk, and grow with sustainable value. That’s where Accenture Strategy & Consulting comes in. We bring together strategic visionaries, industry experts, practitioners from across every enterprise function, business intelligence professionals, change specialists, data and AI authorities, and many other specialized skills to co-create each client’s unique path to reinvention. You will be a trusted partner to business leaders, working with a diverse team of experts to deliver successful tech-enabled transformation and new kinds of value for your clients. Join our global network of people using the latest assets, platforms and partnerships to help bring ideas to life.
Accenture Applied Intelligence is driving these exciting changes across 40 industries and in more than 120 countries, covering skills that range from strategy development to data science professionalization. Our advice is based on best practice and situational analysis and enables our clients to act with speed and confidence. Whether we are investigating complex issues or identifying new opportunities, our work always comes down to one thing: unlocking value and creating real, tangible impact.
Strategy & Consulting is one of five services that make up one Accenture – the others are Operations, Technology, Song and Industry X.

Here’s what you’ll need
You have a master’s degree in Business Information Management, Business Analytics, Business Administration/Economics, or similar
You are fluent in Dutch (B2) and English (C1), both spoken and written
5+ years working in a consulting capacity, or project management type roles helping clients make their companies work more data-driven
Experience in one or more of the following areas (or comparable):
Data & Analytics Transformation (current state assessment, strategy development, value case, roadmap, and blueprint)
Data Management & Governance (maturity assessment, data strategy, data governance organization model, data modeling, data quality, MDM / PIM solutions)
Business Translator (identifying business problem, initiative, analytics intervention, data scientist management, data science interpretation, storytelling)
Analytics-led Performance Models (spanning multi-functions with direct/ indirect causality, used to inform strategic and operational planning and decision making)
Process Automation, Machine Learning, and Artificial Intelligence practices (knowledge of how advancing digital tools and techniques are applied in enterprise data and analytics strategies and roadmaps)
Professional experience leading and managing multi-disciplinary teams, building a practice and developing the skills of a team
Bonus points if you have
Proven track-record in business development (e.g., creating value propositions, responding to RFPs)
Experience with using AI and/or data science to achieve business goals in large organizations
What’s in it for you?
Accenture is a global company with a world-class brand and reputation. Our people are Change Makers, and to support them as an employer, we make five promises:
Work with flexibility, in a culture based on trust Embrace a sustainable growth mindset Live a human-led culture of Inclusion & Diversity by caring deeply for all our people. Lead and transform our clients with technology Connect with our global network of 700.000 colleagues.
These promises are reflected through our excellent employee benefits, including:
Flexible working hours (4x9) & work location, FlexMoment leave of absence program (50% paid leave of absence for 3 months) and FlexDay; a flexible day you can take off to celebrate what matters to you – from EidalFitr to a birthday. Paid leave: Parental leave, Partner leave for all non-birthing parents, Bereavement leave, and Gender affirmation leave. Paid transport (budget for electric bicycle or car, NS-Business card) Pension scheme, Accenture shares, annual bonus, collective health insurance scheme Social activities like Friday Drinks, sport events and parties
What we believe
Accenture is an equal opportunity employer. Our leaders are committed to building a better, stronger and more equitable company for future generations to create positive, long-lasting change. Inclusion and diversity are fundamental to our culture and core values. We celebrate diversity and are committed to creating an inclusive environment for all employees. Our rich diversity makes us more innovative and creative, which helps us better serve our clients and our communities.
Our position as partner to many of the world’s leading businesses, organizations and governments affords us both an extraordinary opportunity and a tremendous responsibility to make a difference. Sustainability is one of our greatest responsibilities, which we embed it into everything we do and for everyone we work with.
Accenture is committed to providing equal employment opportunities for all. Please let us know if you require reasonable accommodation to enable your participation in the recruitment process by emailing Wieke.agricola@accenture.com. We will be happy to assist you.",https://media.glassdoor.com/sql/4138/accenture-squarelogo-1603988625135.png,Amsterdam,nan,Accenture,NG,NG
"Senior Director, Merger, Integrations & Carve-Outs, The Netherlands","About the Role

As Senior Director Merger, Integrations & Carve-outs you manage one or more MICO transformations assignments at the same time and you are an active part of the project team, which consists of a lead partner, senior managers and managers. You will work with our clients and teams to improve efficiency and effectiveness at all stages of integrations and carve-outs; from identifying inorganic growth opportunities to carving out and divesting parts of the business and every aspect in-between.

Additionally, you will facilitate and execute functional integration and carve-out work streams and assist the client teams through the process lifecycle (current state, interim/desired state), operating model development and optimization.

You are the trusted advisor and first point of contact for our customer and you know how to optimally motivate our people in complex transformation assignments to get the best out of themselves every time. In addition, you have a relevant network and you are able to keep yourself, but also your team colleagues, at work by winning new assignments in addition to executing existing assignments.

How You'll Grow

This is an excellent opportunity to enhance and expand your background across mergers, integrations, and carve-outs and engagement management and project delivery; while also gaining valuable management and developmental experience. You will have the opportunity to partner with our internal teams and client teams across various industries and continue to grow in new and complex functional areas and technologies.

Specific

You have 9 years of relevant work experience in a consultancy practice working at an accountancy firm, boutique or consultancy (Big 4 experience is a plus)
You have at least a completed academic study (Master's degree in Business Administration or similar)
You have a high degree of organizational sensitivity, you are able to act as a C-level 'trusted advisor' and you have excellent analytical skills;
You have demonstrable experience in leading complex change and MICO processes at mid-sized corporates and, in addition to your advisory skills, you have a good dose of execution power
You are a strong communicator, pragmatic and solution-oriented;
You have a relevant network at mid-sized corporates and you are able to independently build and expand a transformation portfolio in order to grow into (Senior) Managing Director;
Our Benefits


Apart from the well-structured career path and excellent team environment, our employees enjoy a variety of perks and benefits. Our benefits include, but are not limited to:
Competitive salary and bonus plans
Modern tailored pension plans
Modern mobility plan
Parental Leave plans
Annual paid volunteer hours
Corporate matching for charitable donations


About FTI Consulting

What makes us unique? With more than 7,500 employees located in offices in every corner of the globe, we are the firm our clients call when their most important issues are at stake. Regardless of what level you are, you will have the opportunity to work alongside and learn from top experts in your field on high-profile engagements that impact history. Our culture is collaborative, and we value diversity, recognition, development and making a difference in our communities.

FTI Consulting is publicly traded on the New York Stock Exchange and has been recognized as a Best Firm to Work For by Consulting magazine and one of America's Best Management Consulting Firms by Forbes. For more information, visit www.fticonsulting.com and connect with us on Twitter (@FTIConsulting), Facebook and LinkedIn.

FTI Consulting is an equal opportunity employer and does not discriminate on the basis of race, color, national origin, ancestry, citizenship status, protected veteran status, religion, physical or mental disability, marital status, sex, sexual orientation, gender identity or expression, age, or any other basis protected by law, ordinance, or regulation.


#LI-EB1",https://media.glassdoor.com/sql/6069/fti-consulting-squarelogo-1562008637173.png,Netherlands,nan,"FTI Consulting, Inc.",NG,NG
"(Senior) Manager, Transactions","(Senior) Manager, Transactions


In our Transactions practice, we supervise transactions with a deal value between EUR 5 and EUR 100m with a motivated, experienced and hands-on team. Our services include Transaction Services / financial due diligence (FDD) and Corporate Finance advice for our clients. We work for both private equity and mid-sized corporates, where we can make a real difference with our pragmatic modus operandus 'analysis - advise - execute' and experienced entrepreneurial professionals.

Do you feel like a fish in water to map out a company and understand figures in a short time and in changing team compositions? Are you looking for variety, broadening your financial experience and do you want to be deployed on varied projects as a financial professional? Do you enjoy not just advising from the sidelines, but really stepping into the field to help the customer map out opportunities and risks around a proposed transaction, transformation or turnaround, set the right lines and the organization to get in the right direction? Then we are looking for you!

Specific:


You have 3-9 years of relevant work experience in transaction services (preferred), audit and/or assurance, corporate finance or restructuring practice of a large accountancy organization (big-four office is an advantage) and/or as a business/financial controller at an internationally oriented company and /or in the corporate banking practice of a bank;
You have completed an academic study (bachelor or Masters in Business Administration, (Business) Economics, Accountancy), possibly supplemented with a postgraduate education (RA/RC/CFA);
You have a good knowledge of financial modelling and you have excellent analytical skills (including Excel and Powerpoint);
You have experience in making reports (e.g. financial analyses, due diligence reports, monthly reports)
You are a strong communicator, pragmatic and solution-oriented;
You want to continue to develop 'on the job' and work with senior partners
You are looking for more (customer) exposure, broadening your work experience, develop yourself from advisor to 'hands on' expert and you can handle a lot of independence

LI-EB1Our Benefits


Apart from steep and broad career path opportunities and excellent team environment, our employees enjoy a variety of perks and benefits. Our benefits include, but are not limited to:
Above market rate salary and bonus plan (aka we'll make you an offer you can't refuse)
Generous mobility and pension arrangement, personally advised by professional advisors and plenty room for individual preferences
Hybrid and remote working possibilities
Bring your own device allowance ₠1,200 per annum


About FTI Consulting

What makes us unique? With more than 7,000 employees located in offices in every corner of the globe, we are the firm our clients call when their most important issues are at stake. Regardless of what level you are, you will have the opportunity to work alongside and learn from top experts in your field on high-profile engagements that impact history. Our culture is collaborative, and we value diversity, recognition, development and making a difference in our communities.

FTI Consulting is publicly traded on the New York Stock Exchange and has been recognized as a Best Firm to Work For by Consulting magazine and one of America's Best Management Consulting Firms by Forbes. For more information, visit www.fticonsulting.com and connect with us on Twitter ( @FTIConsulting ), Facebook and LinkedIn .

FTI Consulting is an equal opportunity employer and does not discriminate on the basis of race, color, national origin, ancestry, citizenship status, protected veteran status, religion, physical or mental disability, marital status, sex, sexual orientation, gender identity or expression, age, or any other basis protected by law, ordinance, or regulation.",https://media.glassdoor.com/sql/6069/fti-consulting-squarelogo-1562008637173.png,Netherlands,nan,"FTI Consulting, Inc.",NG,NG
Administrator - Business Controls,"We are as invested in your career as you are.
As you navigate through these uncertain times, know that Pinkerton has been a stable, thriving corporation for over 170 years. As recognized leaders around the globe in the corporate risk management industry, you can rest assured that joining us now means moving to a future-looking company. We are here today, will be here tomorrow, and are a thriving community of over 2,000 risk management professionals.
This is just one of the several exciting career opportunities that are currently available.
Job Summary:
The administrator is part of the Business Control department reporting directly to the Financial Controller and working closely with the Region Director. The administrator will assist with performing all administrative, auditing, and operative duties at the Business Control department, as well as contributing to the ongoing professionalization of the Business Control department. The administrator will also be responsible for carrying out operational matters in the financial field and assisting with preparing the monthly and year-end closing. In addition, the administrator performs other management tasks to implement personnel policy, such as processing salary changes and booking wage journal entries, drawing up employment contracts, and managing personnel files.
Essential Functions:
Represent Pinkerton's core values of integrity, vigilance, and excellence.
Support the Business Control department.
Verify the completeness and accuracy of the figures.
Verify and signals financial deviations.
Balance sheet statements current accounts & accruals
Prepare business control reports.
Manage Project billing.
Verify, code, and book purchase invoices.
Process bank statements and prepare payments.
Accurate provision of data for report/management information
Set up new employee labor agreements.
Process accurate wages, financial and payroll records.
Help in new employee onboarding and develop documentation.
Verify the accuracy of the employee work hours registration
Update HR documents and staff records.
Records absent and leave registration.
Update company policies.
Coordinate and monitor RI&E activities.
Provide information to employees regarding terms of employment and personnel policy.
Manages the staff manual.
All other duties, as assigned.
Education, Experience, and Certifications:
Bachelor's Degree (preferred) and//or BO/HBO Diploma with 2 + years of experience working in financial administration, accounting and/or HR payroll administration. Pinkerton is an inclusive employer that seeks candidates with diverse backgrounds, experiences, and perspectives.
Competencies:
Bi-lingual skills; English and Dutch.
Excellent written, verbal, and presentation skills.
Able to carry out responsibilities with little or no supervision.
A willingness to focus on personal development and the development of the organization (eager to learn).
Able to analyze complex situations and recommend solutions.
Effective independent judgment and decision-making ability.
Ability to manage multiple tasks concurrently.
Serve as an effective team member.
An ability to ensure sensitivity with confidential information.
Able to adapt as the external environment and organization evolve.
Able to demonstrate integrity in relation to the confidentiality of the provided data.
Computer skills: Microsoft Office, Exact, Microsoft Dynamics.
Working Conditions:
With or without reasonable accommodation, requires the physical and mental capacity to effectively perform all essential functions;
Exposure to sensitive and confidential information.
Regular computer usage.
Occasional reaching and lifting of small objects and operating office equipment.
Ability to adjust focus between close and distance vision.
Maintain composure in dealing with authorities, executives, clients, staff, and the public occasionally under conditions of urgency and in pressure situations.
Ability to manage multiple tasks concurrently.
On-call and extended work hours, as needed.
Travel, at times on short notice, as required.

Pinkerton is an equal opportunity employer and provides equal opportunity to all applicants for all positions without regard to race/ethnicity, color, national origin, ancestry, sex/gender, gender identity/expression, sexual orientation, marital/prenatal status, pregnancy/childbirth or related conditions, religion, creed, age, disability, genetic information, veteran status or any protected status by local, state, federal or country-specific law. Pinkerton also adheres to all local, state, federal, and country hiring requirements.",https://media.glassdoor.com/sql/314502/pinkerton-squareLogo-1624365656974.png,The Hague,nan,Pinkerton,NG,NG
